"TimeStamp (nanoseconds)";"ID car";"ID Route";"Speed";"Distance";"Fuel Consumption";"Fuel Type";"CO2 Emission";"Longitude (lon)";"Latitude (lat)"
"587361522996100";"Driver 2";"2";"8.8298";"26.064739999999993";"0.6669832298645999";"2";"2091.083811336222";"0.0";"0.0"
"587361523020700";"Driver 2";"2";"8.8298";"26.064739999999993";"0.6669832298645999";"2";"2091.083811336222";"0.0";"0.0"
"587361523031200";"Driver 2";"2";"6.95";"32.319739999999996";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361523038200";"Driver 2";"2";"6.95";"39.26974";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361523302200";"Driver 2";"2";"6.95";"45.52474";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361523365800";"Driver 2";"2";"6.95";"51.779740000000004";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361523388800";"Driver 2";"2";"6.95";"58.72974000000001";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361523399500";"Driver 2";"2";"6.95";"64.98474";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361525948100";"Driver 2";"2";"6.95";"71.23973999999994";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361525984900";"Driver 2";"2";"6.95";"78.18973999999987";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361525992700";"Driver 2";"2";"6.95";"84.44473999999981";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361525999900";"Driver 2";"2";"6.95";"90.69973999999975";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526015400";"Driver 2";"2";"6.95";"97.64973999999974";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526047700";"Driver 2";"2";"6.95";"103.90473999999975";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526058100";"Driver 2";"2";"6.95";"110.15973999999974";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526067200";"Driver 2";"2";"6.95";"116.41473999999974";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526075700";"Driver 2";"2";"6.95";"122.66973999999975";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526083800";"Driver 2";"2";"6.95";"129.61973999999975";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526102200";"Driver 2";"2";"6.95";"135.87473999999975";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526113600";"Driver 2";"2";"6.95";"142.12973999999974";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526195500";"Driver 2";"2";"6.95";"149.07973999999973";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526207100";"Driver 2";"2";"6.95";"155.33473999999975";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526223600";"Driver 2";"2";"6.95";"161.58973999999975";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526237800";"Driver 2";"2";"6.95";"167.84473999999975";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526244300";"Driver 2";"2";"6.95";"174.79473999999976";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526252500";"Driver 2";"2";"6.95";"181.04973999999976";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526262300";"Driver 2";"2";"6.95";"187.30473999999975";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526275100";"Driver 2";"2";"6.95";"193.55973999999975";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526285200";"Driver 2";"2";"6.95";"200.50973999999974";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526295000";"Driver 2";"2";"6.95";"206.76473999999968";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526301500";"Driver 2";"2";"6.95";"213.01973999999962";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526318900";"Driver 2";"2";"6.95";"219.27473999999955";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526326100";"Driver 2";"2";"6.95";"225.5297399999995";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526334200";"Driver 2";"2";"6.95";"232.47973999999942";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526342700";"Driver 2";"2";"6.95";"238.7347399999994";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526351100";"Driver 2";"2";"6.95";"244.9897399999994";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526367100";"Driver 2";"2";"6.95";"251.93973999999938";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526374500";"Driver 2";"2";"6.95";"258.1947399999994";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526384200";"Driver 2";"2";"6.95";"264.4497399999994";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526393800";"Driver 2";"2";"6.95";"270.7047399999994";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526400100";"Driver 2";"2";"6.95";"277.65473999999944";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526466100";"Driver 2";"2";"6.95";"283.90973999999943";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526477600";"Driver 2";"2";"6.95";"290.1647399999994";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526486100";"Driver 2";"2";"6.95";"296.4197399999994";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526492500";"Driver 2";"2";"6.95";"302.6747399999994";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526515300";"Driver 2";"2";"6.95";"308.9297399999994";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526525500";"Driver 2";"2";"6.95";"315.1847399999994";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526531700";"Driver 2";"2";"6.95";"322.1347399999994";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526539900";"Driver 2";"2";"6.95";"328.38973999999934";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526546200";"Driver 2";"2";"6.95";"334.6447399999993";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526565700";"Driver 2";"2";"6.95";"340.8997399999992";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526572300";"Driver 2";"2";"6.95";"347.84973999999914";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526582300";"Driver 2";"2";"6.95";"354.1047399999991";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526588000";"Driver 2";"2";"6.95";"360.3597399999991";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
"587361526602100";"Driver 2";"2";"6.95";"366.6147399999991";"0.6705135375";"2";"2102.134347222222";"0.0";"0.0"
